customer_tweet_id,customer_text,support_tweet_id,support_text
1406646,@AppleSupport TY. I saw that article but it doesn’t work. It seems the power and home buttons no longer are an option to force reboot when using iOS 11.,1406648,@446956 You’re welcome! Feel free to reach back out if you need any more help in the future. Have a great weekend.
1497933,@AppleSupport I don’t know what Troubleshooting methods to pursue.,1497936,@467789 Let's look at it together. Is your iPhone showing the message identified in this article: https://t.co/KyywFa9iZ3
2010721,@AppleSupport Why is my iphone typing i️ whenever i try to type the letter “i”? i have to override it each time!!! 😡😡😡,2010719,"@492389 Take a look at the steps in this article: https://t.co/MaraeomA15 Do they help? If not, let's get together in DM. https://t.co/GDrqU22YpT"
303542,"@115858 @AppleSupport You didn't tell that after ELEVATING to buggy High-sierra, my Mac wud crash 14 times in 3 hrs. Tell me how to go back.",303541,@188464 We'd like to look into this with you. DM us to get started.
2320391,@90729 @90730 @90731 Shout out to the @115858 upgrade for ruining my post and turning all of my “eyes” into jibberish. Do you have a fix yet @AppleSupport ?,2320390,"@617845 That should not be happening. We want to help. Have you tried updating to iOS 11.1.1? If you haven't, make sure you have a backup before updating. Here are the steps: https://t.co/4f8hwT5to6"
2132146,@115858 This was sarcastic. The I️ thing is annoying,2132145,@627454 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2572089,"@AppleSupport Yes I am , in fact there’s a new update I’m gonna go ahead and install it. Thank you so much &amp; sorry about the foul langue I was just fed up with my music stoping every time ❤️ have a blessed day",2572091,@729360 Let us know if you have any questions or concerns in the future. We'll help out.
2889382,"Hey @115858... 🖕🏽 #coincidence that one month before my contract is due to end, my perfectly good #iPhone stops working. Same old tricks. #updatetodeath @AppleSupport #samsung #android #nokia I bet my #3210 still works..",2889381,"@801106 If you're having issues with your iPhone, go ahead and let us know what's going on and we'll do all we can to help you get it working as expected."
261778,"@AppleSupport Apple Music, I’ve restarted but haven’t installed the newest update yet.",261777,"@178338 Not a problem, go ahead and backup, then update to the latest version iOS 11.0.2. 

Let us know if the issue persists."
1783338,@AppleSupport my contacts keep disappearing in my messages app and I can’t fix it please help,1783337,"@535823 We're happy to help. DM which iOS version and iPhone you are using. Also, have you tried any steps to resolve this? https://t.co/GDrqU22YpT"
517102,@AppleSupport my iphone 7 keep restarting randomly around 2 hours,517101,"@239225 Thank you for reaching out. We're here to help. Could you please DM us your current iOS version, and we will continue from there. https://t.co/GDrqU2kzhr"
1185823,"@AppleSupport i haven't been able to install IOS11 at all, been trying for months. I've got enough space on my phone, I've tried everything😔 https://t.co/QbEWxv9AvL",1185822,@398832 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
2292403,@115858 @AppleSupport what can I do if a support representative over the phone has offered an awesome courtesy solution for a repair but the store itself doesn't allow it? .. can a Canadian ship the product back to Apple? Please help! 😢,2292402,"@665724 We want to help you. DM us, and tell us a little bit more about what's going on exactly. We'll see what we can to do to assist you. https://t.co/GDrqU22YpT"
1012964,"@AppleSupport It is already 4 time it freezes. Nor do I put the problems of the applications that it is with the applications, but the same IOS.",1012966,@359700 Can you let us know which version of iOS 11 you're running? You can check from Settings &gt; General &gt; About.
1332733,"My phone used to freeze every 10 min before the update. But now thanks to @115858 improvements, it freezes every 10 seconds. #technology",1332732,@430901 We'd like to help. Send us a DM using the link below. https://t.co/GDrqU22YpT
2298054,"@115858 when you gonna fix the I glitch, bro?? 🤔",2298053,"@667094 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2493920,@AppleSupport Setting Siri up. It can’t hear me. I know the mic works as I can ask google questions. Everything is turned on and even tried turning phone off/on.,2493922,"@711898 What type of iPhone do you have? If you use headphones with the device, does Siri respond?"
2294646,I plugged my headphones in and there is literally elevator music playing for no apparent reason. What in the actual fuck @115858,2294645,@666307 We're here to help. Any applications open? What iOS 11 version are you on?
1181664,@AppleSupport I’ve got the iPhone 8 and the latest iOS,1181662,@397891 Did it sound like an emergency or AMBER alert? Check to see if you have those alerts with these tips: https://t.co/d7SzhCWiMh
1905671,The new iOS 11 sucks!!! @AppleSupport explain. It keeps crashing when some apps are open!,1905670,"@322179 Let us know when you updated to 11.0.3: https://t.co/80YRnjDFDk Send us a DM, and also let us know the country you're in. https://t.co/GDrqU22YpT"
661626,@AppleSupport You cannot close wifi from control center. What is the use of contorl word in control center???,2545716,@134113 Wi-Fi and Bluetooth toggles in Control Center behave a bit differently in iOS 11. You can read more about how they work here: https://t.co/G7BHuQnDS6
2237133,@AppleSupport had over 3000 songs downloaded on my iPhone with Apple Music but just noticed they have all disappeared. About on the phone shows only 3 songs. Why have they all dissappeared?,2237132,"@134428 Let's take a look together to see what's happening. Is anything different from when they were there until now, such as an upgrade to iOS or signing out of Music or iCloud?"
1585412,Sooo @115858 y’all can’t fix this glitch so instead y’all decided to just add the Letter “ I️“ as an emoji 😂😂 https://t.co/2DMgodKfqB,1585410,@487803 Hello there. Try out this work around until this issue is fixed in a future update: https://t.co/xU1AGHStV6
2205814,"Necesito ayuda, ni siquiera puedo solicitar ayuda en comunidad @12228 @AppleSupport https://t.co/l9EjHoDutQ",2205813,@644939 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1474166,@AppleSupport I’m getting an iPhone X tomorrow on the upgrade programme. I’m in the uk. Can I go through pre-approval before arriving?,1474165,@462207 Our Sales team will be best able to help you with that. Please get in touch here: https://t.co/juL6VLJ6gi
1784917,@AppleSupport 11.0.2 is nasty. Phone barely functions now.,1784916,@536279 We'd love to help get your iPhone functioning properly. Please send us a DM with a few details about what you're experiencing. https://t.co/GDrqU22YpT
2626449,@AppleSupport why why why have all my photos and videos disappeared,2626448,@741846 We want to help get those back for you. Could you DM us your iPhone model and iOS version to begin? https://t.co/GDrqU22YpT
720605,@115858 wtf did I️ ever do to deserve this,720603,@292467 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
1138395,@AppleSupport How about you book it in for an out or warranty repair to fix what you broke? I had to send my last iPhone back for repair for same issue,1138396,"@157897 If we need to service, we can certainly look into your options, but go ahead and DM us so we can get started. https://t.co/GDrqU22YpT"
523866,Latest iOS 11.2.1 update rendered my #iPhone6 unusable. Black screen spinny wheel every few seconds at random sending me back to lock screen. No Genius Bar appts in Tokyo til Mon... FML @115858 @AppleSupport,523865,@241088 No worries. We can help you. Send us a DM and we'll work together on this. https://t.co/GDrqU2kzhr
1871924,@AppleSupport When connected to a sucky WiFi network everything stops working instead of switching to LTE,1871923,"@558999 Thanks for the details. As there are multiple issues, send us a DM using the link below and we'll continue to help. https://t.co/GDrqU22YpT"
2118428,@AppleSupport when you gonna fix the I,2118427,@531288 We'd like to look into this with you. DM us here: https://t.co/GDrqU22YpT
2948248,I am unable to get the information for #AppleWatchSeries3 with cellular support in India @AppleSupport ?,2948247,@160700 What details are you looking for? We'd love to help.
2709159,"@AppleSupport Yes, both normal restart &amp; hard restart",2709161,@760775 Okay. DM us so we can better assist you: https://t.co/GDrqU22YpT
989670,@AppleSupport @354442 This sucks!  Others on our phone plan are now getting all my texts sent to their phones.  Don’t want them seeing my texts,998066,@356331 We want your texts only going where you want them to. Did this start right after updating? Do you all share an Apple ID?
2958790,"Wow #iOS11 has gotta be the worst software released for anything since Windows Vista, @AppleSupport explain why this joint runs like molasses on a brand new phone 🤔",2958789,"@816621 We'd be happy to look into this with you. Send us a DM, and we'll continue together there. https://t.co/GDrqU22YpT"
1679965,@AppleSupport That doesn’t work for me 🤷🏽‍♀️,1679967,"@510864 Alright, we'd like to take a deeper look into this. DM us and we'll get started. https://t.co/GDrqU22YpT"
1097743,@AppleSupport Thx. used to very long charge as in days. already using tips best practices.,1097744,@379043 We'd like to look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT
2261476,"@AppleSupport hello, Xhen I want to connect my iPhone to my computer (windows10), iTunes don’t reconized it, and the name of the product is « Apple iPhone » and not « iPhone of ... ». Can you help me please?",2261475,@536818 It's definitely important to be able to connect your iPhone to iTunes. We'd like to help! Reach out to us in DM and we'll continue there. https://t.co/GDrqU22YpT
2306730,Still seeing those stupid question marks wassup with y’all @115858,2306727,"@187917 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2739499,"pissed cuz my phone storage actually got EVEN MORE FULL after i cleared ALL my photos, cache &amp; deleted apps. what the hell @115858 ?!?",2739498,@767537 Send us a DM. We'll be more than happy to look into this with you. https://t.co/GDrqU22YpT
361444,Battery draining like hell in iPhone 7 plus after update. @AppleSupport #ios1102 #iosupdate,361443,@201597 We want to help! Meet us in DM with more details to get started. https://t.co/GDrqU22YpT
2296240,"It’s crazy after so many point releases iOS 11 is still so damn buggy. Seriously, this has happened way too many times with the dock and I always have to do a full restart to fix it. Come on @115858 https://t.co/PlHkTVi0Tq",2296238,@666688 We're here for you. Send us a DM with your current iOS version and we'll take a closer look at the issue there. https://t.co/GDrqU22YpT
1989373,@AppleSupport what the hell is that? https://t.co/gd8ouvPOHk,1989372,"@588743 We’d like to understand more about this. Please DM us some details about what you're seeing, and we’ll take it from there. https://t.co/GDrqU22YpT"
717052,@AppleSupport Realistically this isn’t something that can be resolved without reverting to an old version of iOS which I don’t want to do.,717051,@291664 Let's look at this together in DM: https://t.co/GDrqU22YpT
1765055,@115858 fix this https://t.co/Y4pLq5vftq,1765054,@530915 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2356573,@AppleSupport I'm trying to sign into the App store. It's telling me to review and then enter my icloud info again. But when I do this it's saying my icloud is already in use? What's the fix please?,2356571,@680788 We are here to help. Let's restart your device. Does the issue remain after that?
522057,@AppleSupport  BTW I run 11.1.2 manually setting your clock back a few days seem to work but that ain't a real fix.,522056,@240566 We're here to help you. Please DM us the country you're currently in and we can go from there together. https://t.co/GDrqU2kzhr
1584537,Honestly this box shit is really starting to piss me off . @115858 get your fucking shit together .,1584536,@487576 Hello there. Try out this work around until this issue is fixed in a future update: https://t.co/xU1AGIa4ME
1774758,@115858 hello I’m gonna need you to fix your glitch with typing “i**” and it switching to “I️” immediately thank you,1774757,@533355 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
741643,@AppleSupport I am not able to download any this fro app store. Why?,741641,@297370 Hi there. We'd like to help. Could you tell us what happens when you try to download from the App Store?
460837,@AppleSupport my apple music will not download or add music to my library. Been 2 days now and restarted my phone multiple times. Whats going on here?,460835,"@224480 That’s never what we want to hear. Let’s work together so you can fully enjoy Apple Music again. To start, do you receive any errors when you try to download the music?"
2008085,"Latest iOS update eating up battery usage at alarming rate. Have most apps off cellular and location, juice still running down @AppleSupport",2008084,"@175418 We'll do everything we can to help you find a solution. DM us with more details, including what device you're using. https://t.co/GDrqU22YpT"
2429228,@AppleSupport #iPhoneX,2429230,@213511 Thanks. Send us a DM to continue. https://t.co/GDrqU22YpT
2358666,Yo @AppleSupport wtf is up with this “I️” shit !,2358665,@681224 This issue was addressed in a recent update. Be sure to create a backup before updating: https://t.co/80YRnjDFDk
1514419,@AppleSupport can we get our letter I️ and the word I.T back? #freeIt #freeI #Apple #iphone #iphoneissues,1514418,@471389 We'd like to look further into this issue with you. DM us and we'll work on it from there. https://t.co/GDrqU22YpT
2862149,"Es la segunda vez que el auricular del iPhone me da electricidad en la oreja... hay algo de eso que no está bien, no? @AppleSupport",2862148,@795094 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1071771,@AppleSupport  https://t.co/nFARKww4SX,1071772,"@372914 Alright, let's continue working on this in DM. https://t.co/GDrqU22YpT"
345902,Hey @AppleSupport cuando una actualización q no me coma la batería y no tenga bugs? 😡,345901,@198316 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1527634,@117735 @115858 reaaaally bad first impression if we can't even activate our phones...pissed!,1527633,@435512 We'd like to help. What error messages are you getting when you try to activate your device?
1640885,Hey @AppleSupport why the hell does it take over 2 weeks to do a simple password change?,1640884,@501644 Send us a DM and we can see what's going on. We'll do all we can to assist you. https://t.co/GDrqU22YpT
1957445,It It It. Why is my phone capitalizing “it”?! My only answer is that it’s Halloween and this is an awful @115858 prank.,1957444,@580816 We'd love to offer our help with your keyboard. Let's connect in DM to begin. Send us which iPhone and iOS you are using. https://t.co/GDrqU22YpT
2896102,@AppleSupport the music app? And no.,2896103,@197557 Got it. Go ahead and send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT
897704,"Hey @AppleSupport I have been having issues with the WiFi connection it requires me over and over the password, and the email is really slow",897703,@333192 We're here to help. DM us if this occurs on all Wi-Fi networks? https://t.co/GDrqU22YpT
2138248,@115858 so you guys gonna fix this “I” problem or what?!?!,2138246,@628915 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2318546,@AppleSupport this legit? Cuz I logged in and it was asking me for my social when I’ve never had to provide it before. https://t.co/OH49uaVzDC,2318545,@672099 Account security is important to us. We'd like to look into this. Let's meet in DM. https://t.co/GDrqU22YpT
1740873,@AppleSupport Thanks!!,1740875,@525238 No problem. Feel free to reach out if you have any other questions.
1197186,What’s happening to my iPhone 7 battery since iOS 11.0.3 update @AppleSupport? Shows 100% at 6am 10% by noon with normal usage #iOS11sucks,1197184,@401294 We certainly want to look into your battery life. Send us a DM and we will go from there. https://t.co/GDrqU22YpT
326766,@115858 unacceptable iOS 11.0.2 update. The battery consumes much faster than ever. Brand new iPhone 7 the battery gone in last than 5h,326763,@193859 Battery life is everything! We want to help you with your iPhone 7 and battery. Meet up with us in DM. https://t.co/GDrqU22YpT
2830800,.@AppleSupport Is there someone I can contact about suspicious phishing/unknown app store charge emails received over past week? Thanks!,2830799,"@788248 We can help with those here! If you've received a phishing email, you can forward them over to us at __email__. Also, check out this resource for help in the future: https://t.co/sayPykspsk"
796605,@AppleSupport Air,796607,@309954 Do you have access to a computer with iTunes installed? You can make a backup and update there as well: https://t.co/80YRnjDFDk
940615,@AppleSupport @342983 oh so y’all can respond to her but ignore me? no. THIS IOS SUCKS FIX IT https://t.co/7CzaJYeYZQ,940617,@342984 We’re happy to help with any complications you’re facing. Could you let us know more details via a DM? We’ll move from there. https://t.co/GDrqU22YpT
2120361,"@115858 I want it sorted with newest on top and I want it to play oldest to newest.
How is this fucking difficult?",2120360,@624791 May we have a look?  What model device and OS version are we working with today?  Does this occur after restarting your device?
557790,@AppleSupport I updated to iOS 11.2 and I do not see Apple Pay cash. I looked everywhere in settings and all and I can’t even see where I can turn it on. Please help,557789,"@250277 If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week."
242578,@AppleSupport iCloud I think!,242580,"@173620 Great. Is iCloud Photo Library enabled on your new iPhone? You can check at Settings &gt; Photo. Also, do you have your old iPhone?"
2296181,"Hey @AppleSupport updated to iOS11.1.1 and now my iPhone 5S has become unstable. Screen freezes, random app selections, poor touch sensitivity on top left screen. Needs a reboot to fix only to happen again. What to do?",2296179,@666676 We'd like to help. Did this just start with iOS 11.1.1? What troubleshooting steps have you tried?
292910,"@AppleSupport Yes it happens with all ringtones and I have restarted it, but still the same.",292908,@185756 We're happy to look into this with you. Send us a DM. https://t.co/GDrqU22YpT
2120229,@AppleSupport I can type now. Thank you.,2120231,@624765 It's our pleasure! Please reach out if any questions come up.
700041,"@AppleSupport Hello, I am getting some serious battery drain issues after updating to 11.1.2. Any fix in the horizon?",700040,@287028 We'd like to look into your battery concerns with you. Reach out via DM using the link below and let us know when you updated to iOS 11.1.2. https://t.co/GDrqU22YpT
750009,@TwitterSupport y’all live right down the block from @AppleSupport Why are we seeing boxes with ? inside... https://t.co/ygNzu12tdy,750008,@299276 Let's look into this together. Reach out to us in a DM to begin. https://t.co/GDrqU22YpT
1003827,@AppleSupport thanks. With headphones its fine it only occurs with speakers,1003828,"@357591 Good to know! Is it only when playing music, or when on phone calls using speakerphone also? What about using normally?"
2169769,Stupid @115858 my text message app won’t open!,2169768,@636498 We can help! Send us a DM with your iPhone model and iOS version from Settings &gt; General &gt; About &gt; Version to begin. https://t.co/GDrqU22YpT
511157,@AppleSupport No,511158,@237483 Thank you. Please DM us and we will continue from there. https://t.co/GDrqU2kzhr
765640,@AppleSupport Honestly 11.0.2 is draining my iPhone battery like anything. What happened to @115858??? #ios1102 #iOS11,765641,@302984 Let's talk. We want your iPhone to be ready when you need it. Please meet us in a DM and we'll get started: https://t.co/GDrqU22YpT
1657206,Anyone else having serious keyboard issue with new @115858 MacBook Pro? Mine died completely. Obvious first several fixes didn’t work (1),1657205,@505644 We'd like to help you out. DM us the macOS version you are running and we can get started. https://t.co/GDrqU22YpT
430162,@AppleSupport This seems to be a common problem with the new airpods ... why? google full of questions re the same problem,430164,"@217281 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
2706883,@AppleSupport Hi I need help with this please. Since upgrading my phone the new phone will not let me add Apple Pay. https://t.co/A3XAgNH8pt,2706882,@399425 Our Apple Pay team would be the best team to work with for trouble adding your card. You can reach out to them here:  https://t.co/IBIY3vMgPj
1701923,ios 11 is the worst!!!! fix it!!!! @115858,1701921,@516014 We want to help make sure you upgrade goes smoothly. Could you give us a little detail as to the issues you are experiencing?
2805202,"This fucking update for @115858 iPhone is terrible. Slow, glitchy and driving me insane. Has anyone tried the new @122986 phone? Thoughts?",2805201,@566099 We'd like to learn more about what's happening with your device so we can help. Please send us a DM with some details on what's happening and we'll take a look together. Thanks! https://t.co/GDrqU22YpT
1959184,@applesupport i updated my phone and now my speaker phone option doesn't work :/ help,1959183,"@581202 We want to help. DM us, and let us know what happens exactly when you try to use the speakerphone. We'll look into this. https://t.co/GDrqU22YpT"
996573,@AppleSupport This is what happens when i try to view or export my #iphonex 4k 60fps video files - I really need help!!! https://t.co/1AeVJgwoW3,996574,@355979 Our Photos team would be happy to help you with this issue. You can reach them through this link:  https://t.co/IBIY3vMgPj
1699794,yo...... @115858..... i need this phone issue fixed reallll quick,1699793,@515473 We're here to help. Can you tell us what's going on with your iPhone?
284878,Does this happens to anyone else on iOS 11. The icons overlay the app bar. When the whole screen used to shift down. @AppleSupport https://t.co/87juHjeYA6,284876,@183867 Hi there. We'd like to look into this with you. Can you tell us which version of iOS 11 you're running?
2525564,"@AppleSupport If I went into a store and paid to have something fixed, and it's not working.. can I get it re-fixed for free or?",2525563,"@719155 Thanks for contacting us with questions about a previous repair. We're happy to do everything we can to help. To start, please DM us with details about what type of repair you had completed. https://t.co/GDrqU22YpT"
1458723,@458584 @AppleSupport #sendhelp it’s been driving me crazy 😭,1458722,"@458583 Hey, we can offer you some guidance. DM us the iOS version and we'll continue there. https://t.co/GDrqU22YpT"
1269039,@AppleSupport hi I’ve just subbed to Apple Music and the payment has been taken but Apple Music is saying I’m not subscribed.,1269038,"@212693 We've received your Direct Message as well. We will respond to you in there shortly, to get this resolved."
1762236,"Hey @AppleSupport , 

It’s me again. Fix this stupid fucking boxed question marks. I will press charges. 

Thanks",1762235,@457196 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1125437,"@AppleSupport I use it on a Mac and iPhone, which I’ve always done. Music shows on Mac but not iPhone.",1125438,@385359 Got it. Is there music downloaded to the iPhone for offline play from Apple Music?
2517013,@115858 @AppleSupport  Really great job with IOS 11.1.1 my phone is stuck in a boot-loop while on standby duty. no one can reach me to notify me if I have to cover a flight! Thanks,2517011,"@716991 We know it's essential to have your iPhone functioning, especially while you're working and need to get those phone calls about possible flights. Does force restarting help at all? Also, did anything happened before your iPhone started the reboot loop?"
2593224,@AppleSupport what’s with the moon next via text https://t.co/nkLtMf7uHn,2593223,@224493 Send us a screenshot of the full screen so we can be sure we're providing accurate info based on the context.  We look forward to hearing back from you.
1435822,@AppleSupport Can you fix my “I️”??? Thank you.,1435821,"@453336 Hey, we can offer some guidance. DM us the exact iOS version and we'll go from there."
1998520,"my phone started fucking up today, interesting timing @115858",1998518,"@505370 If you are having issues with your iPhone, we'd like to help. Please join us in DM and let us know what's going on. https://t.co/GDrqU22YpT"
1699896,@115858 @AppleSupport removed my earphone from my phone and this happened... HOW IS THIS EVEN POSSIBLE?! https://t.co/er5gzYrbvt,1699895,@515507 Let us know in DM which device you're using these with. We want to help. https://t.co/GDrqU22YpT
2013995,Fix the (i) bullshit or I’m telling on you @115858,2013994,@595521 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
2746160,"@115858 what’s with all these glitches? Now my phone, which hasn’t been updated is messing up. 🙄",2746158,@769026 Hey there. What's happening with your iPhone? We'd love to help out.
1230356,"What a great way to start the day, sent snaps to all my snap streaks close phone and now it wont come back on..... thanks @115858 😅",1230354,@408567 We can take a look at that. Is it just that app having the issue?
1912927,"1/6 @115858 @AppleSupport @116333 My MBP Late2016 (C17SMRS9GVC1)has undergone 2 LCD, 2 TopCase replaces (keyboard, trackpad, fan, battery).",1912926,"@569806 We understand your concern, and we'd like to look into this. Please send us a DM to continue. https://t.co/GDrqU22YpT"
2241212,Okay @115858 . It’s been DAYS with this dumb I️ I️ glitch . Fix it already,2241211,"@653443 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
1657792,@115858  PLEASE FIX MY I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ i️ i️ i️ i️ i️ i️ i️ i️ i️,1657791,@505819 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2054794,@AppleSupport how much is it to repair an iphone 6s screen,2054793,@607711 It's no fun having a broken screen. We'll do all we can to help. Let us know what country you're in via DM to start: https://t.co/GDrqU22YpT
266072,@AppleSupport Upgraded 6 plus to iOS 11 now my touchscreen is broken. Can't go back to 10.3.3 or afford the $150 replacement. Please advise,266071,"@179385 You've reached the right place for support. To start, send us a DM with the country where you're located. https://t.co/GDrqU22YpT"
1598246,@490898 @485918 @115858 It worked for a while and then stopped.,1598245,@267301 Check out our article here: https://t.co/MaraeomA15 DM us any other questions. https://t.co/GDrqU22YpT
2446435,@AppleSupport iPhone 7Plus and 11.1.1,2446437,"@127418 Great, let's follow up in DM. Tell us if this happens over both cellular and Wi-Fi there. https://t.co/GDrqU22YpT"
612873,@AppleSupport it still doesn’t work smh,2205925,@644978 Hi there. DM us and we can take a closer look. https://t.co/GDrqU22YpT
1647747,@503411 I’m gunna get them now. @115858 @AppleSupport,1647746,@503412 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
1327385,@AppleSupport Apple support is down online and on the app. Getting knowwhere with this. Will drop you a DM. https://t.co/SULpjGcNiQ,1327384,@324719 We'd be happy to look into this with you and look forward to receiving your DM. Please also let us know which country you're currently located in and we'll go from there. https://t.co/GDrqU22YpT
2288326,@AppleSupport Thank you 😪,2288328,@664814 You're very welcome. Please let us know if you have any additional questions. We're happy to do everything we can to help. https://t.co/GDrqU22YpT
2078848,"@AppleSupport, iOS 11.0.2 is too drain my iPhone 6 battery life. Please do something for that. #ios1102 #iphone6",2078847,@403544 We'd be glad to look into this with you and see how we can help. Send us a DM letting us know which country you're in: https://t.co/GDrqU22YpT
228564,"Dear @115858 , Can you have an update that actually fixes my phone. Thanks",228563,"@170496 We're here to help. To start, what device model are you using and what issue(s) are you experiencing exactly?"
1161961,@115858 Please fix the iPhone keyboard issues without further delay.  Sick of it. Thanks...,1161959,@393377 We'd like to help. What issue are you experiencing with your keyboard?
1887779,"@115858 If you have your phone silenced in #iOS11, it mutes your alarms. Are you fucking kidding me?!?",1887777,@207344  The Ring/Silent switch should not affect the alarm sound on your device. Let's take a look this for you in DM. https://t.co/GDrqU22YpT
2013748,Tbh I️ need to just deleted everything but it’s so hard for me to delete the twitter app...,2013747,@595449 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
1539295,@115858 @AppleSupport UM SO WHY DOESN’T MY CAPITAL “I ” WORK?!?!? FIX IT! #Apissedpayingcustomer #itsmybirthdayandimupset #iblameyall,1539294,@477136 Let’s work together on this situation. Try the steps in this article: https://t.co/xU1AGHStV6
1900140,@115858 I forgot to say not just my phone my sons phone as well.,1900139,@566268 We'd be happy to look into what's happening. Let's get over to DM. https://t.co/GDrqU22YpT
1224749,@AppleSupport I have a Macbook Air (Model A1465) and need to get an adapter to connect it to a projector. I'm confused which one to get.,1224746,"@407325 Thanks for contacting us, we're here for you and can help locate what you need. What type of input does the projector need?"
241467,@173329 @115858 Battery is still draining so fast after two bugs update,857558,@323655 We can help with battery life. Could you Direct Message us so we can get more information? https://t.co/GDrqU22YpT
2300394,@AppleSupport Im using Iphone SE that is already updated with the latest version. I have the phone in silence mode but in vibration mode also. So whenever someone calls me or I get a notification on instagram it should just vibrate.  But instead starts ringing when someone calls me -,2300396,@667667 We want to help get your phone working the way it should. Let's continue in DM. https://t.co/GDrqU22YpT
1702960,@115858 @AppleSupport I want to enroll to the upgrade program but can’t do it in Greece help please,1702958,"@343072 Hey there! Thanks for your interest in the iPhone Upgrade Program. Currently, it's only available in the US, the UK, and China."
1909869,.@115858 your update (which I didn’t consent to) is ruining my life,1909868,@568947 We want you to be happy with the update. We're here to help. Let us know what exactly is going on and with what device in DM. https://t.co/GDrqU22YpT
400854,@AppleSupport Trying no via iTunes,400852,@210813 Let us know if the update has issues through iTunes.
875919,@115858 Can’t get the 7 plus to work! Going back to android! iPhones are overrated &amp; overpriced.Prepaid phones have less static and clearer sound!,907342,@335459 What kind of issues are you having with your iPhone 7 plus? We'd love to help out.
1635162,Yo @AppleSupport fix this damn glitch! I’m not playing,1635160,@500183 We can help! What issue were you having trouble with today?
1629738,@115858 can you fix this please? https://t.co/VR9XZWx8im,1629737,"@498839 Thanks for reaching out. This article has more details on that behavior, including how to address it: https://t.co/xXaXeeSRt9"
2061770,"hate the fact the @115858 iPhones just slow tf down out of nowhere!! 
I'm trying to fucking read my assignments bitch, get it together",2061769,@609752 We can help get you back to work! Let's pair up in DM and we'll dig a bit deeper to see what's happening. https://t.co/GDrqU22YpT
2570459,@AppleSupport what in the world is going on??? Every time I️ try to type “i” it autocorrects to this. https://t.co/pEHR2DGAoh,2570458,@376377 We'd like to help out. Send us a DM to continue. https://t.co/GDrqU22YpT
2322516,"Wow, love that I’ve lost everything on my phone after doing an update cheers @115858",2322515,@672980 We’re here to help. Please DM us the software version you’re using so we can better assist you. https://t.co/GDrqU2kzhr
543795,@AppleSupport help. 11.1.2 has caused problems since midnight. Can't even use the phone as it keeps restarting. What are you going to do about it.,543794,"@246330 We understand how important it is to have a reliable iPhone. We recommend backing up your device and following the steps laid out in this article:
https://t.co/osZOKKTalm

This article will walk you through backing up your device: 
https://t.co/4f8hwT5to6"
546664,"iOS experts - iPhone apps crashing after a couple of minutes this morning. I don’t think there was a software update overnight, any potential solutions? @AppleSupport",546663,"@247125 We’d love to help with your iPhone. Let’s have you create a backup with iTunes or iCloud, and update to iOS 11.2. Those steps can be found here: https://t.co/80YRnjDFDk Send us a DM if the issue persists after updating, and we’ll be happy to help further. https://t.co/GDrqU22YpT"
1226583,Yo @115858 @AppleSupport um Steve Jobs. Sometimes my time and date disappears on my lock screen. What’s up with that?This phone was not cheap,1226581,@407756 Let's take a look into this together. When does this issue seem to occur?
